asset,slot_key,slot_start_ts,slot_end_ts,slot_start_utc,polymarket_resolution,kalshi_resolution,polymarket_settlement_value_usd,kalshi_settlement_value_usd,source,outcome_mismatch,fatal_poly_up_kalshi_no,fatal_poly_down_kalshi_yes
doge,doge:1785023100000,1785023100000,1785024000000,2026-07-25T23:45:00Z,DOWN,NO,,0.0716895,official-venue-resolution,f,f,f
eth,eth:1785023100000,1785023100000,1785024000000,2026-07-25T23:45:00Z,UP,YES,,1873.71,official-venue-resolution,f,f,f
hype,hype:1785023100000,1785023100000,1785024000000,2026-07-25T23:45:00Z,UP,YES,,58.1743,official-venue-resolution,f,f,f
sol,sol:1785023100000,1785023100000,1785024000000,2026-07-25T23:45:00Z,UP,YES,,74.4693,official-venue-resolution,f,f,f
xrp,xrp:1785023100000,1785023100000,1785024000000,2026-07-25T23:45:00Z,DOWN,NO,,1.0971,official-venue-resolution,f,f,f
bnb,bnb:1785024000000,1785024000000,1785024900000,2026-07-26T00:00:00Z,UP,YES,,569.62,official-venue-resolution,f,f,f
btc,btc:1785024000000,1785024000000,1785024900000,2026-07-26T00:00:00Z,UP,YES,,64371.4,official-venue-resolution,f,f,f
doge,doge:1785024000000,1785024000000,1785024900000,2026-07-26T00:00:00Z,UP,YES,,0.0717439,official-venue-resolution,f,f,f
eth,eth:1785024000000,1785024000000,1785024900000,2026-07-26T00:00:00Z,UP,YES,,1876.22,official-venue-resolution,f,f,f
hype,hype:1785024000000,1785024000000,1785024900000,2026-07-26T00:00:00Z,UP,YES,,58.3775,official-venue-resolution,f,f,f
sol,sol:1785024000000,1785024000000,1785024900000,2026-07-26T00:00:00Z,UP,YES,,74.5907,official-venue-resolution,f,f,f
xrp,xrp:1785024000000,1785024000000,1785024900000,2026-07-26T00:00:00Z,UP,YES,,1.0983,official-venue-resolution,f,f,f
bnb,bnb:1785024900000,1785024900000,1785025800000,2026-07-26T00:15:00Z,UP,YES,,569.97,official-venue-resolution,f,f,f
btc,btc:1785024900000,1785024900000,1785025800000,2026-07-26T00:15:00Z,UP,YES,,64413.75,official-venue-resolution,f,f,f
doge,doge:1785024900000,1785024900000,1785025800000,2026-07-26T00:15:00Z,UP,YES,,0.071761,official-venue-resolution,f,f,f
eth,eth:1785024900000,1785024900000,1785025800000,2026-07-26T00:15:00Z,UP,YES,,1878.04,official-venue-resolution,f,f,f
hype,hype:1785024900000,1785024900000,1785025800000,2026-07-26T00:15:00Z,UP,YES,,58.3878,official-venue-resolution,f,f,f
sol,sol:1785024900000,1785024900000,1785025800000,2026-07-26T00:15:00Z,UP,YES,,74.8398,official-venue-resolution,f,f,f
xrp,xrp:1785024900000,1785024900000,1785025800000,2026-07-26T00:15:00Z,UP,YES,,1.0989,official-venue-resolution,f,f,f
bnb,bnb:1785025800000,1785025800000,1785026700000,2026-07-26T00:30:00Z,DOWN,NO,,569.65,official-venue-resolution,f,f,f
btc,btc:1785025800000,1785025800000,1785026700000,2026-07-26T00:30:00Z,DOWN,NO,,64365.6,official-venue-resolution,f,f,f
doge,doge:1785025800000,1785025800000,1785026700000,2026-07-26T00:30:00Z,DOWN,NO,,0.0716879,official-venue-resolution,f,f,f
eth,eth:1785025800000,1785025800000,1785026700000,2026-07-26T00:30:00Z,DOWN,NO,,1875.85,official-venue-resolution,f,f,f
hype,hype:1785025800000,1785025800000,1785026700000,2026-07-26T00:30:00Z,DOWN,NO,,58.2534,official-venue-resolution,f,f,f
sol,sol:1785025800000,1785025800000,1785026700000,2026-07-26T00:30:00Z,DOWN,NO,,74.6378,official-venue-resolution,f,f,f
xrp,xrp:1785025800000,1785025800000,1785026700000,2026-07-26T00:30:00Z,DOWN,NO,,1.0978,official-venue-resolution,f,f,f
bnb,bnb:1785026700000,1785026700000,1785027600000,2026-07-26T00:45:00Z,UP,YES,,569.86,official-venue-resolution,f,f,f
btc,btc:1785026700000,1785026700000,1785027600000,2026-07-26T00:45:00Z,UP,YES,,64442.72,official-venue-resolution,f,f,f
doge,doge:1785026700000,1785026700000,1785027600000,2026-07-26T00:45:00Z,UP,YES,,0.071772,official-venue-resolution,f,f,f
eth,eth:1785026700000,1785026700000,1785027600000,2026-07-26T00:45:00Z,UP,YES,,1879.36,official-venue-resolution,f,f,f
hype,hype:1785026700000,1785026700000,1785027600000,2026-07-26T00:45:00Z,UP,YES,,58.2876,official-venue-resolution,f,f,f
sol,sol:1785026700000,1785026700000,1785027600000,2026-07-26T00:45:00Z,UP,YES,,74.7132,official-venue-resolution,f,f,f
xrp,xrp:1785026700000,1785026700000,1785027600000,2026-07-26T00:45:00Z,UP,YES,,1.0988,official-venue-resolution,f,f,f
bnb,bnb:1785027600000,1785027600000,1785028500000,2026-07-26T01:00:00Z,DOWN,YES,,569.89,official-venue-resolution,t,t,f
btc,btc:1785027600000,1785027600000,1785028500000,2026-07-26T01:00:00Z,DOWN,NO,,64440.88,official-venue-resolution,f,f,f
doge,doge:1785027600000,1785027600000,1785028500000,2026-07-26T01:00:00Z,DOWN,NO,,0.0716952,official-venue-resolution,f,f,f
eth,eth:1785027600000,1785027600000,1785028500000,2026-07-26T01:00:00Z,DOWN,NO,,1879.03,official-venue-resolution,f,f,f
hype,hype:1785027600000,1785027600000,1785028500000,2026-07-26T01:00:00Z,DOWN,NO,,58.2766,official-venue-resolution,f,f,f
sol,sol:1785027600000,1785027600000,1785028500000,2026-07-26T01:00:00Z,DOWN,NO,,74.6963,official-venue-resolution,f,f,f
xrp,xrp:1785027600000,1785027600000,1785028500000,2026-07-26T01:00:00Z,DOWN,YES,,1.0988,official-venue-resolution,t,t,f
bnb,bnb:1785028500000,1785028500000,1785029400000,2026-07-26T01:15:00Z,DOWN,NO,,569.65,official-venue-resolution,f,f,f
btc,btc:1785028500000,1785028500000,1785029400000,2026-07-26T01:15:00Z,DOWN,NO,,64424.38,official-venue-resolution,f,f,f
doge,doge:1785028500000,1785028500000,1785029400000,2026-07-26T01:15:00Z,DOWN,NO,,0.0716578,official-venue-resolution,f,f,f
eth,eth:1785028500000,1785028500000,1785029400000,2026-07-26T01:15:00Z,DOWN,NO,,1878.15,official-venue-resolution,f,f,f
hype,hype:1785028500000,1785028500000,1785029400000,2026-07-26T01:15:00Z,UP,YES,,58.3676,official-venue-resolution,f,f,f
sol,sol:1785028500000,1785028500000,1785029400000,2026-07-26T01:15:00Z,DOWN,NO,,74.64,official-venue-resolution,f,f,f
xrp,xrp:1785028500000,1785028500000,1785029400000,2026-07-26T01:15:00Z,DOWN,YES,,1.0989,official-venue-resolution,t,t,f
bnb,bnb:1785029400000,1785029400000,1785030300000,2026-07-26T01:30:00Z,UP,NO,,569.63,official-venue-resolution,t,f,t
btc,btc:1785029400000,1785029400000,1785030300000,2026-07-26T01:30:00Z,DOWN,NO,,64414.25,official-venue-resolution,f,f,f
doge,doge:1785029400000,1785029400000,1785030300000,2026-07-26T01:30:00Z,UP,NO,,0.0716345,official-venue-resolution,t,f,t
eth,eth:1785029400000,1785029400000,1785030300000,2026-07-26T01:30:00Z,DOWN,NO,,1877.81,official-venue-resolution,f,f,f
hype,hype:1785029400000,1785029400000,1785030300000,2026-07-26T01:30:00Z,UP,NO,,58.3547,official-venue-resolution,t,f,t
sol,sol:1785029400000,1785029400000,1785030300000,2026-07-26T01:30:00Z,UP,YES,,74.6893,official-venue-resolution,f,f,f
xrp,xrp:1785029400000,1785029400000,1785030300000,2026-07-26T01:30:00Z,UP,NO,,1.0987,official-venue-resolution,t,f,t
bnb,bnb:1785030300000,1785030300000,1785031200000,2026-07-26T01:45:00Z,UP,YES,,569.82,official-venue-resolution,f,f,f
btc,btc:1785030300000,1785030300000,1785031200000,2026-07-26T01:45:00Z,DOWN,NO,,64401.79,official-venue-resolution,f,f,f
doge,doge:1785030300000,1785030300000,1785031200000,2026-07-26T01:45:00Z,UP,YES,,0.071993,official-venue-resolution,f,f,f
eth,eth:1785030300000,1785030300000,1785031200000,2026-07-26T01:45:00Z,DOWN,NO,,1876.98,official-venue-resolution,f,f,f
hype,hype:1785030300000,1785030300000,1785031200000,2026-07-26T01:45:00Z,UP,YES,,58.4024,official-venue-resolution,f,f,f
sol,sol:1785030300000,1785030300000,1785031200000,2026-07-26T01:45:00Z,UP,YES,,74.756,official-venue-resolution,f,f,f
xrp,xrp:1785030300000,1785030300000,1785031200000,2026-07-26T01:45:00Z,UP,YES,,1.0987,official-venue-resolution,f,f,f
bnb,bnb:1785031200000,1785031200000,1785032100000,2026-07-26T02:00:00Z,DOWN,NO,,569.75,official-venue-resolution,f,f,f
btc,btc:1785031200000,1785031200000,1785032100000,2026-07-26T02:00:00Z,UP,YES,,64418.95,official-venue-resolution,f,f,f
doge,doge:1785031200000,1785031200000,1785032100000,2026-07-26T02:00:00Z,UP,YES,,0.0723928,official-venue-resolution,f,f,f
eth,eth:1785031200000,1785031200000,1785032100000,2026-07-26T02:00:00Z,UP,YES,,1877.95,official-venue-resolution,f,f,f
hype,hype:1785031200000,1785031200000,1785032100000,2026-07-26T02:00:00Z,UP,YES,,58.4513,official-venue-resolution,f,f,f
sol,sol:1785031200000,1785031200000,1785032100000,2026-07-26T02:00:00Z,DOWN,NO,,74.732,official-venue-resolution,f,f,f
xrp,xrp:1785031200000,1785031200000,1785032100000,2026-07-26T02:00:00Z,UP,YES,,1.0989,official-venue-resolution,f,f,f
bnb,bnb:1785032100000,1785032100000,1785033000000,2026-07-26T02:15:00Z,DOWN,NO,,569.54,official-venue-resolution,f,f,f
btc,btc:1785032100000,1785032100000,1785033000000,2026-07-26T02:15:00Z,UP,YES,,64421.21,official-venue-resolution,f,f,f
doge,doge:1785032100000,1785032100000,1785033000000,2026-07-26T02:15:00Z,UP,YES,,0.0726926,official-venue-resolution,f,f,f
eth,eth:1785032100000,1785032100000,1785033000000,2026-07-26T02:15:00Z,DOWN,NO,,1877.91,official-venue-resolution,f,f,f
hype,hype:1785032100000,1785032100000,1785033000000,2026-07-26T02:15:00Z,DOWN,YES,,58.4746,official-venue-resolution,t,t,f
sol,sol:1785032100000,1785032100000,1785033000000,2026-07-26T02:15:00Z,UP,YES,,74.7513,official-venue-resolution,f,f,f
xrp,xrp:1785032100000,1785032100000,1785033000000,2026-07-26T02:15:00Z,DOWN,NO,,1.0988,official-venue-resolution,f,f,f
bnb,bnb:1785033000000,1785033000000,1785033900000,2026-07-26T02:30:00Z,DOWN,YES,,569.54,official-venue-resolution,t,t,f
btc,btc:1785033000000,1785033000000,1785033900000,2026-07-26T02:30:00Z,DOWN,NO,,64383.46,official-venue-resolution,f,f,f
doge,doge:1785033000000,1785033000000,1785033900000,2026-07-26T02:30:00Z,DOWN,NO,,0.0724574,official-venue-resolution,f,f,f
eth,eth:1785033000000,1785033000000,1785033900000,2026-07-26T02:30:00Z,DOWN,NO,,1876.87,official-venue-resolution,f,f,f
hype,hype:1785033000000,1785033000000,1785033900000,2026-07-26T02:30:00Z,DOWN,NO,,58.3448,official-venue-resolution,f,f,f
sol,sol:1785033000000,1785033000000,1785033900000,2026-07-26T02:30:00Z,DOWN,NO,,74.7467,official-venue-resolution,f,f,f
xrp,xrp:1785033000000,1785033000000,1785033900000,2026-07-26T02:30:00Z,DOWN,NO,,1.0983,official-venue-resolution,f,f,f
bnb,bnb:1785033900000,1785033900000,1785034800000,2026-07-26T02:45:00Z,UP,YES,,569.86,official-venue-resolution,f,f,f
btc,btc:1785033900000,1785033900000,1785034800000,2026-07-26T02:45:00Z,UP,YES,,64462.8,official-venue-resolution,f,f,f
doge,doge:1785033900000,1785033900000,1785034800000,2026-07-26T02:45:00Z,DOWN,NO,,0.0724018,official-venue-resolution,f,f,f
eth,eth:1785033900000,1785033900000,1785034800000,2026-07-26T02:45:00Z,UP,YES,,1879.55,official-venue-resolution,f,f,f
hype,hype:1785033900000,1785033900000,1785034800000,2026-07-26T02:45:00Z,UP,YES,,58.5556,official-venue-resolution,f,f,f
sol,sol:1785033900000,1785033900000,1785034800000,2026-07-26T02:45:00Z,UP,YES,,74.853,official-venue-resolution,f,f,f
xrp,xrp:1785033900000,1785033900000,1785034800000,2026-07-26T02:45:00Z,UP,YES,,1.0997,official-venue-resolution,f,f,f
bnb,bnb:1785034800000,1785034800000,1785035700000,2026-07-26T03:00:00Z,UP,YES,,570.14,official-venue-resolution,f,f,f
btc,btc:1785034800000,1785034800000,1785035700000,2026-07-26T03:00:00Z,UP,YES,,64514.32,official-venue-resolution,f,f,f
doge,doge:1785034800000,1785034800000,1785035700000,2026-07-26T03:00:00Z,DOWN,NO,,0.0723664,official-venue-resolution,f,f,f
eth,eth:1785034800000,1785034800000,1785035700000,2026-07-26T03:00:00Z,UP,YES,,1881.64,official-venue-resolution,f,f,f
hype,hype:1785034800000,1785034800000,1785035700000,2026-07-26T03:00:00Z,UP,YES,,58.6152,official-venue-resolution,f,f,f
sol,sol:1785034800000,1785034800000,1785035700000,2026-07-26T03:00:00Z,UP,YES,,74.9248,official-venue-resolution,f,f,f
xrp,xrp:1785034800000,1785034800000,1785035700000,2026-07-26T03:00:00Z,UP,YES,,1.1001,official-venue-resolution,f,f,f
bnb,bnb:1785035700000,1785035700000,1785036600000,2026-07-26T03:15:00Z,DOWN,NO,,569.95,official-venue-resolution,f,f,f
btc,btc:1785035700000,1785035700000,1785036600000,2026-07-26T03:15:00Z,DOWN,NO,,64491.56,official-venue-resolution,f,f,f
doge,doge:1785035700000,1785035700000,1785036600000,2026-07-26T03:15:00Z,DOWN,NO,,0.0723585,official-venue-resolution,f,f,f
eth,eth:1785035700000,1785035700000,1785036600000,2026-07-26T03:15:00Z,DOWN,NO,,1880.16,official-venue-resolution,f,f,f
hype,hype:1785035700000,1785035700000,1785036600000,2026-07-26T03:15:00Z,DOWN,NO,,58.4706,official-venue-resolution,f,f,f
sol,sol:1785035700000,1785035700000,1785036600000,2026-07-26T03:15:00Z,DOWN,NO,,74.8667,official-venue-resolution,f,f,f
xrp,xrp:1785035700000,1785035700000,1785036600000,2026-07-26T03:15:00Z,DOWN,NO,,1.0998,official-venue-resolution,f,f,f
bnb,bnb:1785036600000,1785036600000,1785037500000,2026-07-26T03:30:00Z,DOWN,YES,,569.95,official-venue-resolution,t,t,f
btc,btc:1785036600000,1785036600000,1785037500000,2026-07-26T03:30:00Z,DOWN,YES,,64494.17,official-venue-resolution,t,t,f
doge,doge:1785036600000,1785036600000,1785037500000,2026-07-26T03:30:00Z,UP,YES,,0.0724765,official-venue-resolution,f,f,f
eth,eth:1785036600000,1785036600000,1785037500000,2026-07-26T03:30:00Z,UP,YES,,1881.41,official-venue-resolution,f,f,f
hype,hype:1785036600000,1785036600000,1785037500000,2026-07-26T03:30:00Z,UP,YES,,58.521,official-venue-resolution,f,f,f
sol,sol:1785036600000,1785036600000,1785037500000,2026-07-26T03:30:00Z,UP,YES,,74.9022,official-venue-resolution,f,f,f
xrp,xrp:1785036600000,1785036600000,1785037500000,2026-07-26T03:30:00Z,UP,YES,,1.1003,official-venue-resolution,f,f,f
bnb,bnb:1785037500000,1785037500000,1785038400000,2026-07-26T03:45:00Z,UP,YES,,569.96,official-venue-resolution,f,f,f
btc,btc:1785037500000,1785037500000,1785038400000,2026-07-26T03:45:00Z,UP,NO,,64478.24,official-venue-resolution,t,f,t
doge,doge:1785037500000,1785037500000,1785038400000,2026-07-26T03:45:00Z,UP,YES,,0.0726513,official-venue-resolution,f,f,f
eth,eth:1785037500000,1785037500000,1785038400000,2026-07-26T03:45:00Z,DOWN,NO,,1880.69,official-venue-resolution,f,f,f
hype,hype:1785037500000,1785037500000,1785038400000,2026-07-26T03:45:00Z,UP,YES,,58.5842,official-venue-resolution,f,f,f
sol,sol:1785037500000,1785037500000,1785038400000,2026-07-26T03:45:00Z,UP,YES,,74.9472,official-venue-resolution,f,f,f
xrp,xrp:1785037500000,1785037500000,1785038400000,2026-07-26T03:45:00Z,UP,NO,,1.1002,official-venue-resolution,t,f,t
bnb,bnb:1785038400000,1785038400000,1785039300000,2026-07-26T04:00:00Z,DOWN,NO,,569.67,official-venue-resolution,f,f,f
btc,btc:1785038400000,1785038400000,1785039300000,2026-07-26T04:00:00Z,DOWN,NO,,64450.49,official-venue-resolution,f,f,f
doge,doge:1785038400000,1785038400000,1785039300000,2026-07-26T04:00:00Z,DOWN,NO,,0.0725347,official-venue-resolution,f,f,f
eth,eth:1785038400000,1785038400000,1785039300000,2026-07-26T04:00:00Z,DOWN,NO,,1879.84,official-venue-resolution,f,f,f
hype,hype:1785038400000,1785038400000,1785039300000,2026-07-26T04:00:00Z,DOWN,NO,,58.5113,official-venue-resolution,f,f,f
sol,sol:1785038400000,1785038400000,1785039300000,2026-07-26T04:00:00Z,DOWN,NO,,74.9118,official-venue-resolution,f,f,f
xrp,xrp:1785038400000,1785038400000,1785039300000,2026-07-26T04:00:00Z,DOWN,NO,,1.0993,official-venue-resolution,f,f,f
bnb,bnb:1785039300000,1785039300000,1785040200000,2026-07-26T04:15:00Z,UP,YES,,570.14,official-venue-resolution,f,f,f
btc,btc:1785039300000,1785039300000,1785040200000,2026-07-26T04:15:00Z,UP,YES,,64490.58,official-venue-resolution,f,f,f
doge,doge:1785039300000,1785039300000,1785040200000,2026-07-26T04:15:00Z,UP,YES,,0.0732688,official-venue-resolution,f,f,f
eth,eth:1785039300000,1785039300000,1785040200000,2026-07-26T04:15:00Z,UP,YES,,1882.79,official-venue-resolution,f,f,f
hype,hype:1785039300000,1785039300000,1785040200000,2026-07-26T04:15:00Z,UP,YES,,58.5939,official-venue-resolution,f,f,f
sol,sol:1785039300000,1785039300000,1785040200000,2026-07-26T04:15:00Z,UP,YES,,75.0708,official-venue-resolution,f,f,f
xrp,xrp:1785039300000,1785039300000,1785040200000,2026-07-26T04:15:00Z,UP,YES,,1.1022,official-venue-resolution,f,f,f
bnb,bnb:1785040200000,1785040200000,1785041100000,2026-07-26T04:30:00Z,UP,YES,,570.37,official-venue-resolution,f,f,f
btc,btc:1785040200000,1785040200000,1785041100000,2026-07-26T04:30:00Z,UP,YES,,64503.73,official-venue-resolution,f,f,f
doge,doge:1785040200000,1785040200000,1785041100000,2026-07-26T04:30:00Z,DOWN,NO,,0.0729941,official-venue-resolution,f,f,f
eth,eth:1785040200000,1785040200000,1785041100000,2026-07-26T04:30:00Z,UP,YES,,1884.6,official-venue-resolution,f,f,f
hype,hype:1785040200000,1785040200000,1785041100000,2026-07-26T04:30:00Z,UP,NO,,58.5889,official-venue-resolution,t,f,t
sol,sol:1785040200000,1785040200000,1785041100000,2026-07-26T04:30:00Z,UP,YES,,75.0862,official-venue-resolution,f,f,f
xrp,xrp:1785040200000,1785040200000,1785041100000,2026-07-26T04:30:00Z,UP,NO,,1.1021,official-venue-resolution,t,f,t
bnb,bnb:1785041100000,1785041100000,1785042000000,2026-07-26T04:45:00Z,DOWN,YES,,570.42,official-venue-resolution,t,t,f
btc,btc:1785041100000,1785041100000,1785042000000,2026-07-26T04:45:00Z,DOWN,NO,,64467.51,official-venue-resolution,f,f,f
doge,doge:1785041100000,1785041100000,1785042000000,2026-07-26T04:45:00Z,UP,YES,,0.0731235,official-venue-resolution,f,f,f
eth,eth:1785041100000,1785041100000,1785042000000,2026-07-26T04:45:00Z,DOWN,NO,,1884.47,official-venue-resolution,f,f,f
hype,hype:1785041100000,1785041100000,1785042000000,2026-07-26T04:45:00Z,DOWN,NO,,58.5577,official-venue-resolution,f,f,f
sol,sol:1785041100000,1785041100000,1785042000000,2026-07-26T04:45:00Z,DOWN,NO,,74.9932,official-venue-resolution,f,f,f
xrp,xrp:1785041100000,1785041100000,1785042000000,2026-07-26T04:45:00Z,DOWN,NO,,1.1008,official-venue-resolution,f,f,f
bnb,bnb:1785042000000,1785042000000,1785042900000,2026-07-26T05:00:00Z,UP,YES,,571.05,official-venue-resolution,f,f,f
btc,btc:1785042000000,1785042000000,1785042900000,2026-07-26T05:00:00Z,DOWN,NO,,64460.25,official-venue-resolution,f,f,f
doge,doge:1785042000000,1785042000000,1785042900000,2026-07-26T05:00:00Z,UP,YES,,0.0734277,official-venue-resolution,f,f,f
eth,eth:1785042000000,1785042000000,1785042900000,2026-07-26T05:00:00Z,UP,YES,,1885.92,official-venue-resolution,f,f,f
hype,hype:1785042000000,1785042000000,1785042900000,2026-07-26T05:00:00Z,UP,YES,,58.679,official-venue-resolution,f,f,f
sol,sol:1785042000000,1785042000000,1785042900000,2026-07-26T05:00:00Z,UP,YES,,75.0955,official-venue-resolution,f,f,f
xrp,xrp:1785042000000,1785042000000,1785042900000,2026-07-26T05:00:00Z,DOWN,NO,,1.1006,official-venue-resolution,f,f,f
bnb,bnb:1785042900000,1785042900000,1785043800000,2026-07-26T05:15:00Z,UP,YES,,571.34,official-venue-resolution,f,f,f
btc,btc:1785042900000,1785042900000,1785043800000,2026-07-26T05:15:00Z,DOWN,NO,,64434.35,official-venue-resolution,f,f,f
doge,doge:1785042900000,1785042900000,1785043800000,2026-07-26T05:15:00Z,DOWN,NO,,0.0732631,official-venue-resolution,f,f,f
eth,eth:1785042900000,1785042900000,1785043800000,2026-07-26T05:15:00Z,DOWN,NO,,1883.71,official-venue-resolution,f,f,f
hype,hype:1785042900000,1785042900000,1785043800000,2026-07-26T05:15:00Z,DOWN,NO,,58.6585,official-venue-resolution,f,f,f
sol,sol:1785042900000,1785042900000,1785043800000,2026-07-26T05:15:00Z,DOWN,NO,,74.9918,official-venue-resolution,f,f,f
xrp,xrp:1785042900000,1785042900000,1785043800000,2026-07-26T05:15:00Z,DOWN,NO,,1.0993,official-venue-resolution,f,f,f
bnb,bnb:1785043800000,1785043800000,1785044700000,2026-07-26T05:30:00Z,DOWN,NO,,571.14,official-venue-resolution,f,f,f
btc,btc:1785043800000,1785043800000,1785044700000,2026-07-26T05:30:00Z,DOWN,NO,,64416.31,official-venue-resolution,f,f,f
doge,doge:1785043800000,1785043800000,1785044700000,2026-07-26T05:30:00Z,UP,YES,,0.0735827,official-venue-resolution,f,f,f
eth,eth:1785043800000,1785043800000,1785044700000,2026-07-26T05:30:00Z,UP,YES,,1884.71,official-venue-resolution,f,f,f
hype,hype:1785043800000,1785043800000,1785044700000,2026-07-26T05:30:00Z,UP,NO,,58.6374,official-venue-resolution,t,f,t
sol,sol:1785043800000,1785043800000,1785044700000,2026-07-26T05:30:00Z,UP,YES,,75.0567,official-venue-resolution,f,f,f
xrp,xrp:1785043800000,1785043800000,1785044700000,2026-07-26T05:30:00Z,UP,YES,,1.0998,official-venue-resolution,f,f,f
bnb,bnb:1785044700000,1785044700000,1785045600000,2026-07-26T05:45:00Z,DOWN,NO,,570.93,official-venue-resolution,f,f,f
btc,btc:1785044700000,1785044700000,1785045600000,2026-07-26T05:45:00Z,DOWN,NO,,64364.31,official-venue-resolution,f,f,f
